id,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm1038344,MOVIE,2021,R,96,"['scifi', 'thriller', 'action', 'drama']",['US'],0.0,tt10418662,4.8,20828.0,177.612,6.0
tm863351,MOVIE,2021,Unknown,98,"['drama', 'thriller']",['US'],0.0,tt6852526,5.8,3761.0,14.702,7.1
tm976166,MOVIE,2021,R,106,"['drama', 'romance']",['US'],0.0,tt12676326,6.6,35760.0,27.204,7.1
tm949309,MOVIE,2021,R,125,"['drama', 'crime']","['IN', 'SG', 'US']",0.0,tt6571548,7.1,58190.0,16.464,6.9
tm1018890,MOVIE,2021,Unknown,80,['documentation'],['US'],0.0,tt14152756,8.1,29604.0,9.255,7.9
ts319303,SHOW,2022,TV-PG,26,"['drama', 'comedy', 'romance']",['JP'],1.0,tt14719276,1.6,2735.0,6.878,4.0
tm1064228,MOVIE,2021,PG-13,109,"['drama', 'comedy']","['US', 'CA']",0.0,tt4733624,6.6,34661.0,63.934,7.6
ts314742,SHOW,2021,TV-Y7,26,"['scifi', 'action', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],2.0,tt11465278,5.8,1618.0,28.193,7.4
tm1018427,MOVIE,2021,PG-13,111,"['comedy', 'drama', 'music']",['US'],0.0,tt7737700,6.7,24003.0,32.307,7.4
tm855075,MOVIE,2021,R,138,"['drama', 'action']",['JP'],0.0,tt11991748,7.4,7958.0,126.053,7.8
tm1104532,MOVIE,2021,Unknown,93,"['documentation', 'music']",['US'],0.0,tt15469820,6.4,6612.0,10.209,7.2
tm1165219,MOVIE,2022,R,59,['comedy'],['US'],0.0,tt17542000,6.5,1828.0,5.408,7.0
ts272463,SHOW,2021,TV-14,32,"['drama', 'sport']",['US'],1.0,tt12624928,5.4,7021.0,32.746,6.5
ts286317,SHOW,2021,TV-MA,60,"['documentation', 'crime', 'history']",['US'],1.0,tt13156316,7.0,8124.0,8.566,7.4
tm1020851,MOVIE,2021,PG,95,"['family', 'animation', 'comedy']","['US', 'AU']",0.0,tt13575806,6.5,7328.0,215.229,7.7
ts320426,SHOW,2021,TV-MA,49,"['crime', 'documentation', 'history']",['US'],1.0,tt16027926,6.5,3355.0,6.297,7.0
tm1138870,MOVIE,2022,Unknown,147,"['comedy', 'drama', 'crime']",['IN'],0.0,tt11934846,7.3,15032.0,5.185,7.3
tm1158704,MOVIE,2022,R,105,"['comedy', 'drama', 'romance']",['US'],0.0,tt14813966,5.6,3447.0,243.742,6.9
ts296825,SHOW,2021,TV-MA,49,"['drama', 'crime', 'thriller']",['FR'],1.0,tt14252964,6.3,3863.0,7.426,5.9
ts256311,SHOW,2021,TV-MA,25,"['action', 'horror', 'scifi', 'thriller', 'animation']",['JP'],1.0,tt13357164,6.6,2575.0,42.457,8.4
ts269881,SHOW,2021,TV-MA,24,"['scifi', 'drama', 'fantasy', 'thriller', 'animation', 'action']",['JP'],1.0,tt13676344,6.2,4647.0,147.396,8.6
tm1182144,MOVIE,2022,Unknown,137,"['drama', 'thriller']",['ES'],0.0,tt14118046,5.5,585.0,288.515,5.8
tm1146393,MOVIE,2022,Unknown,118,"['comedy', 'drama']",['AR'],0.0,tt16427718,5.6,2840.0,301.572,6.2
tm1038327,MOVIE,2021,R,109,"['thriller', 'action', 'crime', 'drama']","['BR', 'IT']",0.0,tt10230994,5.6,25253.0,79.676,6.3
tm1080252,MOVIE,2021,R,93,"['drama', 'crime']",['BR'],0.0,tt14168118,7.1,6444.0,185.834,7.1
ts287294,SHOW,2021,TV-14,23,['documentation'],['US'],1.0,tt14492910,6.9,2143.0,15.194,7.7
tm473502,MOVIE,2021,Unknown,163,"['drama', 'history', 'sport']",['IN'],0.0,tt7518786,7.4,23781.0,5.625,6.8
ts312071,SHOW,2021,TV-MA,17,"['animation', 'action', 'comedy', 'crime', 'drama', 'romance']",['JP'],1.0,tt13357124,7.3,3724.0,24.343,8.7
ts271888,SHOW,2021,TV-MA,50,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt8179402,6.8,37995.0,81.023,8.4
ts250092,SHOW,2021,TV-PG,23,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",['JP'],1.0,tt12502782,7.0,1480.0,73.903,8.4
tm1073510,MOVIE,2021,R,124,"['action', 'thriller']","['HU', 'NL', 'CH', 'GB']",0.0,tt4479380,5.2,17719.0,125.536,5.9
ts302312,SHOW,2021,TV-MA,43,"['war', 'action', 'drama', 'history']",['ES'],1.0,tt11698590,5.7,1718.0,45.098,7.2
tm1025493,MOVIE,2022,Unknown,125,"['drama', 'comedy']",['IN'],0.0,tt14107554,8.0,13140.0,8.133,5.7
ts287328,SHOW,2021,TV-MA,29,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'animation']",['US'],1.0,tt9310330,6.2,4999.0,12.642,7.8
ts317422,SHOW,2021,TV-14,23,"['animation', 'comedy']",['US'],1.0,tt15978256,7.6,846.0,5.326,5.6
tm1087160,MOVIE,2021,R,93,"['drama', 'horror', 'thriller']","['CL', 'PE']",0.0,tt9471660,5.4,1682.0,37.39,5.9
tm1038363,MOVIE,2021,R,98,"['action', 'animation', 'comedy', 'fantasy', 'history', 'scifi', 'war']",['US'],0.0,tt6733874,5.6,6165.0,62.164,5.8
tm879685,MOVIE,2021,Unknown,110,['comedy'],[],0.0,tt11924738,6.2,46.0,7.1405,6.5
tm1039147,MOVIE,2021,PG-13,39,['documentation'],['US'],0.0,tt12771540,5.3,2632.0,6.782,7.0
tm1107063,MOVIE,2022,R,118,"['romance', 'comedy']",['KR'],0.0,tt15553956,6.3,3820.0,126.798,6.5
tm1082974,MOVIE,2021,Unknown,81,"['documentation', 'music']",[],0.0,tt6889042,6.8,1654.0,4.549,7.1
tm1167440,MOVIE,2021,PG-13,103,['drama'],['NL'],0.0,tt10360772,6.2,3731.0,17.668,6.6
ts260477,SHOW,2021,TV-MA,45,"['thriller', 'comedy', 'drama']",['NO'],1.0,tt13053222,7.1,3229.0,1.536,7.5
ts265991,SHOW,2021,TV-MA,54,['drama'],['ES'],1.0,tt12626014,7.4,3637.0,16.009,7.1
ts304468,SHOW,2022,TV-MA,73,"['drama', 'romance']",['KR'],1.0,tt15309342,7.9,150.0,10.741,9.5
tm922429,MOVIE,2021,Unknown,103,"['horror', 'scifi', 'thriller']",['US'],0.0,tt8747160,5.3,7558.0,7.757,5.2
ts315041,SHOW,2021,TV-MA,71,"['scifi', 'thriller', 'drama', 'fantasy']",['KR'],1.0,tt14691616,7.4,1897.0,41.943,8.1
ts291718,SHOW,2021,TV-14,24,"['comedy', 'drama', 'romance']",['US'],1.0,tt14369056,5.7,4209.0,5.759,7.0
tm983658,MOVIE,2021,PG-13,90,['documentation'],['US'],0.0,tt10741846,7.7,711.0,3.933,7.1
ts300456,SHOW,2021,TV-MA,40,['reality'],['US'],1.0,tt14398500,5.5,1170.0,4.329,6.5
ts307925,SHOW,2021,TV-MA,32,"['comedy', 'drama']",['FR'],1.0,tt5540990,6.5,2841.0,9.044,5.8
tm898614,MOVIE,2021,R,110,"['drama', 'thriller', 'action']",['US'],0.0,tt10731768,5.5,30580.0,114.132,6.8
tm1164962,MOVIE,2022,R,95,"['thriller', 'action', 'crime']","['FR', 'BE']",0.0,tt14465894,5.8,3704.0,493.927,6.0
tm858000,MOVIE,2021,PG-13,138,"['drama', 'action']",['JP'],0.0,tt11809034,7.2,8367.0,116.036,7.9
ts280892,SHOW,2022,TV-MA,40,"['drama', 'romance']",['IT'],1.0,tt13956560,6.4,1262.0,15.424,7.4
tm1183542,MOVIE,2022,Unknown,129,"['thriller', 'action', 'comedy', 'drama']",['IN'],0.0,tt14999738,6.7,321.0,4.614,8.0
ts273485,SHOW,2021,TV-MA,24,"['thriller', 'animation', 'action', 'drama', 'sport']",['JP'],2.0,tt13357140,6.6,1483.0,323.144,8.0
tm1042481,MOVIE,2021,Unknown,86,"['fantasy', 'comedy', 'animation']",['CA'],0.0,tt10841088,5.5,1700.0,240.433,5.3
ts268102,SHOW,2022,TV-MA,61,"['drama', 'crime']",['KR'],1.0,tt15553922,8.0,2163.0,167.055,8.4
ts282133,SHOW,2021,TV-Y7,19,['drama'],['FR'],1.0,tt15477516,6.1,10.0,3.701,7.3
ts273100,SHOW,2021,TV-MA,26,"['scifi', 'action', 'thriller', 'animation', 'fantasy']",['US'],2.0,tt14069590,7.8,17429.0,38.415,8.0
ts271604,SHOW,2021,TV-14,25,"['animation', 'drama']",['JP'],1.0,tt14115912,7.7,1712.0,17.658,7.7
ts313781,SHOW,2021,TV-14,47,"['drama', 'comedy']",['TR'],2.0,tt13317582,7.9,7810.0,7.232,7.2
ts311791,SHOW,2021,TV-MA,48,"['documentation', 'crime', 'history']",['KR'],1.0,tt15488654,6.4,1864.0,26.15,6.7
ts305264,SHOW,2021,TV-PG,38,['reality'],['US'],1.0,tt15172154,7.6,1572.0,3.352,6.9
tm1177856,MOVIE,2022,Unknown,96,"['romance', 'comedy']","['PE', 'ES']",0.0,tt14404596,5.7,2125.0,301.796,6.7
tm673809,MOVIE,2021,Unknown,112,"['sport', 'documentation']",['DE'],0.0,tt10322274,7.4,21558.0,16.451,7.3
tm434625,MOVIE,2021,PG,99,"['fantasy', 'comedy', 'family', 'romance', 'animation']","['CN', 'US']",0.0,tt5562070,7.2,24712.0,129.238,8.1
ts222864,SHOW,2021,TV-14,44,"['drama', 'comedy', 'romance']",['CN'],1.0,tt11290960,8.4,2019.0,44.455,9.4
tm999817,MOVIE,2021,Unknown,131,"['fantasy', 'animation', 'action']",['CN'],0.0,tt15000314,6.8,2181.0,21.014,8.6
tm1045741,MOVIE,2021,Unknown,95,"['drama', 'family']","['MX', 'US']",0.0,tt7084386,6.6,6432.0,28.612,7.5
ts255486,SHOW,2021,TV-14,24,"['scifi', 'animation', 'action', 'thriller']",['JP'],1.0,tt13229964,6.5,1612.0,33.642,7.3
ts215989,SHOW,2021,TV-MA,43,"['drama', 'thriller', 'action', 'crime']",['SE'],2.0,tt10540276,7.6,8176.0,10.27,7.0
tm1132176,MOVIE,2021,Unknown,59,['comedy'],['GB'],0.0,tt16259786,7.1,4274.0,3.887,6.8
ts299874,SHOW,2021,TV-MA,53,"['documentation', 'crime', 'history']",[],1.0,tt15049206,7.1,2624.0,3.628,7.8
ts257345,SHOW,2022,TV-MA,51,"['drama', 'comedy']",['TR'],1.0,tt13317478,7.2,3634.0,5.624,7.6
tm1038369,MOVIE,2021,R,92,"['romance', 'comedy']",['US'],0.0,tt8231668,5.6,11401.0,19.651,5.6
tm1141923,MOVIE,2022,Unknown,96,"['romance', 'comedy', 'family']",['US'],0.0,tt13989030,5.2,8127.0,109.801,6.7
tm1102868,MOVIE,2021,Unknown,97,"['horror', 'thriller', 'comedy']",['PL'],0.0,tt14315500,3.9,3436.0,144.636,4.1
ts287722,SHOW,2021,TV-14,30,['comedy'],['US'],2.0,tt10945036,6.8,2296.0,1.4,8.4
tm1052498,MOVIE,2021,R,85,"['drama', 'horror', 'thriller']",['US'],0.0,tt14265992,3.6,1349.0,9.607,4.9
tm1150872,MOVIE,2022,R,29,['comedy'],['US'],0.0,tt17005964,7.0,1964.0,3.915,6.7
ts270798,SHOW,2021,TV-PG,69,"['drama', 'romance']",['KR'],3.0,tt13814840,6.6,433.0,34.001,6.6
tm1003353,MOVIE,2021,R,100,"['drama', 'documentation', 'crime']",['US'],0.0,tt14111734,6.9,7993.0,12.019,7.0
tm881587,MOVIE,2021,Unknown,114,"['drama', 'comedy', 'romance', 'action']",['ID'],0.0,tt13387422,7.1,464.0,2.682,7.8
ts320302,SHOW,2022,TV-MA,55,"['documentation', 'sport']","['BR', 'US']",1.0,tt16428640,6.6,2907.0,43.212,7.4
ts288005,SHOW,2021,Unknown,69,"['drama', 'romance']",['KR'],1.0,tt14518284,7.2,4485.0,49.993,8.0
tm1110389,MOVIE,2021,Unknown,99,"['comedy', 'drama', 'romance']",['CA'],0.0,tt14315756,6.1,14862.0,55.264,6.4
tm1003261,MOVIE,2021,Unknown,60,['comedy'],['US'],0.0,tt14078164,7.3,1295.0,3.751,7.1
ts246178,SHOW,2021,TV-PG,25,"['scifi', 'fantasy', 'animation', 'action', 'drama', 'family']",['JP'],1.0,tt10545250,6.6,1111.0,10.658,6.9
tm1086874,MOVIE,2021,Unknown,158,"['action', 'comedy', 'drama', 'fantasy', 'scifi']",['IN'],0.0,tt7268738,8.1,24681.0,73.084,7.2
ts246073,SHOW,2021,TV-MA,47,"['scifi', 'fantasy', 'action', 'drama']",['DE'],1.0,tt9184982,6.7,11794.0,53.488,7.2
tm863823,MOVIE,2021,PG,123,"['comedy', 'family', 'action']",['US'],0.0,tt10332588,6.1,9819.0,52.678,6.5
ts192196,SHOW,2021,TV-MA,23,"['scifi', 'animation', 'action', 'comedy', 'crime', 'fantasy']",['US'],1.0,tt10140028,6.4,4963.0,20.176,7.3
tm860261,MOVIE,2021,PG-13,115,"['romance', 'comedy', 'drama']",['US'],0.0,tt10676012,6.3,24232.0,44.182,7.7
ts308838,SHOW,2021,TV-MA,65,"['crime', 'sport', 'documentation']",[],1.0,tt15402912,7.3,1912.0,2.785,7.4
ts216407,SHOW,2021,TV-MA,43,"['drama', 'history', 'war', 'documentation', 'action']",['US'],1.0,tt10551256,7.4,4022.0,36.228,7.1
tm1028298,MOVIE,2021,R,91,"['comedy', 'romance']",['US'],0.0,tt4590256,4.3,23474.0,82.882,6.8
ts271025,SHOW,2021,TV-MA,39,['reality'],['US'],2.0,tt13660962,5.8,2608.0,6.769,9.2
tm983668,MOVIE,2021,PG-13,90,"['documentation', 'drama']","['BE', 'GB', 'DE']",0.0,tt13648220,6.7,2303.0,13.294,7.1
ts29800,SHOW,2021,TV-MA,54,"['documentation', 'reality']",['US'],1.0,tt13649692,6.1,1991.0,0.6,6.9
tm1120509,MOVIE,2021,R,89,"['drama', 'sport', 'action', 'crime']",['US'],0.0,tt13470094,3.9,482.0,108.373,6.6
ts317522,SHOW,2021,Unknown,59,"['crime', 'documentation']",['DE'],1.0,tt15771888,7.3,1622.0,2.116,7.9
ts317078,SHOW,2022,TV-14,51,"['drama', 'thriller']",['JP'],1.0,tt15101670,7.0,542.0,10.647,8.1
tm166973,MOVIE,2021,Unknown,94,"['comedy', 'drama', 'family', 'romance']",['US'],0.0,tt1587420,6.6,3000.0,22.899,7.1
tm1082314,MOVIE,2021,R,69,"['crime', 'documentation', 'sport']",['US'],0.0,tt15085802,7.5,7532.0,14.189,7.0
ts305263,SHOW,2021,TV-PG,49,['reality'],['US'],1.0,tt15171996,7.0,1004.0,5.68,6.0
tm1134006,MOVIE,2021,Unknown,60,['comedy'],"['GB', 'US']",0.0,tt16301388,6.3,14315.0,10.912,6.0
ts271321,SHOW,2021,TV-MA,66,"['crime', 'thriller', 'drama']",['KR'],1.0,tt13634872,8.1,2776.0,14.702,8.4
tm1174920,MOVIE,2022,Unknown,60,"['comedy', 'documentation']",[],0.0,tt18314220,6.1,374.0,3.418,6.1
tm1131061,MOVIE,2021,Unknown,84,"['fantasy', 'animation', 'comedy', 'drama', 'family']","['CA', 'GB']",0.0,tt15777864,7.7,2146.0,166.39,7.6
tm1162608,MOVIE,2022,Unknown,81,['comedy'],['MX'],0.0,tt16969906,4.2,215.0,56.498,5.9
tm1120902,MOVIE,2022,Unknown,107,"['scifi', 'thriller', 'drama', 'horror']",['DE'],0.0,tt14637290,4.6,3900.0,415.203,5.1
tm1093287,MOVIE,2021,Unknown,86,"['documentation', 'action']",[],0.0,tt15293256,6.9,1572.0,5.817,6.0
tm1144897,MOVIE,2022,Unknown,112,['drama'],['TR'],0.0,tt14369276,6.4,3049.0,62.245,8.0
tm863919,MOVIE,2021,Unknown,85,"['comedy', 'family', 'animation']","['US', 'CA', 'CN']",0.0,tt8241000,5.4,2393.0,140.949,6.5
tm1087932,MOVIE,2021,Unknown,87,"['drama', 'thriller']",['DE'],0.0,tt15198608,4.3,7084.0,76.039,4.6
ts220196,SHOW,2021,TV-Y7,29,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy']",['US'],2.0,tt10919290,7.6,1939.0,9.714,7.5
tm1084966,MOVIE,2021,Unknown,80,['documentation'],[],0.0,tt15119170,6.9,873.0,7.1405,6.5
tm1074764,MOVIE,2021,Unknown,96,"['crime', 'documentation']",['DE'],0.0,tt15036416,7.3,4529.0,16.627,7.8
ts240807,SHOW,2021,TV-Y7,21,"['comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']",[],2.0,tt12360292,7.0,479.0,19.16,7.5
ts289620,SHOW,2021,TV-MA,45,"['documentation', 'crime', 'history']",['IN'],1.0,tt14167390,7.4,9504.0,12.606,7.6
tm1106212,MOVIE,2021,Unknown,130,"['drama', 'thriller', 'crime']",['ID'],0.0,tt13729220,6.8,2815.0,116.421,7.1
ts301999,SHOW,2021,TV-MA,47,"['scifi', 'drama', 'thriller']",['PL'],1.0,tt13495314,6.5,1413.0,28.752,7.2
ts319333,SHOW,2021,TV-MA,42,"['crime', 'documentation']",['US'],1.0,tt16307970,6.2,1330.0,4.29,6.5
ts313668,SHOW,2021,TV-14,19,"['drama', 'comedy', 'animation']",['IT'],1.0,tt15614372,8.7,7595.0,51.108,8.4
tm888243,MOVIE,2021,PG-13,101,['documentation'],['US'],0.0,tt11224358,6.5,2714.0,11.352,7.0
ts283610,SHOW,2021,TV-MA,42,"['drama', 'romance', 'comedy']",['IN'],1.0,tt14163838,6.4,1514.0,11.091,6.0
tm1049155,MOVIE,2021,Unknown,107,"['crime', 'drama']",['FI'],0.0,tt15393650,6.2,2074.0,77.652,6.7
ts306510,SHOW,2021,TV-Y,25,"['family', 'animation']",['KR'],1.0,tt15211330,7.4,66.0,20.5,8.0
ts271517,SHOW,2021,TV-14,29,['comedy'],['US'],1.0,tt10971022,6.5,5396.0,11.347,7.2
ts306322,SHOW,2021,TV-MA,46,"['drama', 'crime']",['SE'],1.0,tt13735930,7.0,3954.0,4.269,7.4
tm675820,MOVIE,2021,PG,106,"['family', 'fantasy', 'drama']",['GB'],0.0,tt10187208,6.7,20838.0,102.201,7.6
tm1150256,MOVIE,2022,Unknown,97,"['romance', 'comedy', 'drama', 'family']",['US'],0.0,tt16085592,4.7,3916.0,88.374,5.8
tm1087956,MOVIE,2021,Unknown,109,"['fantasy', 'drama', 'romance', 'comedy']",['US'],0.0,tt11742798,5.7,8223.0,40.022,6.9
ts341760,SHOW,2022,TV-MA,45,['reality'],['AU'],1.0,tt14537060,2.6,445.0,20.737,7.5
ts302714,SHOW,2021,TV-MA,47,"['drama', 'crime']",['AR'],1.0,tt15068148,6.5,1319.0,10.804,7.3
ts271593,SHOW,2021,TV-MA,34,['documentation'],['US'],1.0,tt13789092,6.7,1976.0,8.201,7.0
ts310376,SHOW,2021,TV-MA,35,"['comedy', 'romance']",['US'],1.0,tt15470160,4.8,713.0,9.494,5.3
ts280693,SHOW,2021,TV-Y,11,"['animation', 'comedy', 'fantasy', 'drama', 'music', 'family']",[],1.0,tt14556544,1.7,509.0,2.153,8.0
ts293814,SHOW,2021,TV-PG,20,['reality'],[],1.0,tt14550060,6.2,341.0,3.389,7.2
ts296129,SHOW,2021,TV-MA,12,"['drama', 'crime', 'thriller']",['ES'],1.0,tt14668192,7.4,2254.0,25.284,8.2
ts320557,SHOW,2021,TV-MA,12,"['comedy', 'drama']",['ES'],1.0,tt16306836,6.1,671.0,90.94,7.3
tm984204,MOVIE,2021,R,87,['horror'],['US'],0.0,tt11263022,4.5,4248.0,80.344,5.5
ts301196,SHOW,2021,TV-PG,43,['documentation'],['GB'],1.0,tt14992232,5.5,1371.0,28.31,7.3
tm1020073,MOVIE,2021,PG-13,107,"['scifi', 'comedy', 'fantasy', 'action']",['US'],0.0,tt10121392,4.4,40788.0,109.493,5.6
tm1127479,MOVIE,2022,Unknown,112,"['drama', 'romance']",['IN'],0.0,tt15314640,6.7,952.0,4.071,6.4
ts320502,SHOW,2022,TV-MA,26,"['comedy', 'reality']",['US'],1.0,tt16584084,7.0,494.0,1.827,7.5
ts317297,SHOW,2022,TV-14,32,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['JP'],2.0,tt13351614,6.4,497.0,11.697,8.0
ts223450,SHOW,2021,TV-MA,52,['drama'],['KR'],1.0,tt11052470,8.6,5307.0,41.824,7.8
ts255779,SHOW,2021,TV-Y,23,"['fantasy', 'animation', 'comedy', 'family']",['US'],4.0,tt9165438,7.2,344.0,1.4,8.8
ts287045,SHOW,2021,TV-MA,42,"['crime', 'drama', 'thriller']",['TR'],1.0,tt11961378,7.4,8185.0,1.4,7.3
ts320183,SHOW,2021,TV-PG,64,['reality'],['KR'],2.0,tt16283666,7.2,1460.0,6.402,9.0
tm1003725,MOVIE,2021,Unknown,98,"['romance', 'comedy', 'drama', 'family']","['US', 'GB']",0.0,tt13070602,5.5,11727.0,17.704,5.8
tm983270,MOVIE,2021,R,116,"['scifi', 'thriller', 'action', 'fantasy']",['US'],0.0,tt10451914,5.4,41562.0,114.758,6.4
tm319224,MOVIE,2021,G,83,"['animation', 'action', 'thriller', 'fantasy', 'drama', 'family', 'music', 'comedy']",['US'],0.0,tt6714432,6.2,1893.0,97.251,7.7
ts301914,SHOW,2021,TV-14,69,"['action', 'comedy', 'thriller']",['KR'],1.0,tt14731794,6.9,534.0,12.57,7.3
ts283676,SHOW,2021,TV-MA,60,"['documentation', 'sport']",['US'],1.0,tt13087512,8.3,2429.0,6.768,7.7
ts272669,SHOW,2021,TV-Y,30,['family'],['US'],1.0,tt14035218,7.5,463.0,4.111,7.0
ts268835,SHOW,2021,Unknown,71,"['action', 'fantasy', 'scifi', 'drama']",['KR'],1.0,tt13715448,7.0,3688.0,15.59,7.2
ts317612,SHOW,2022,TV-PG,57,"['reality', 'romance']",['JP'],1.0,tt15943826,7.1,394.0,15.158,7.5
ts308511,SHOW,2022,TV-14,39,"['comedy', 'drama']",['BR'],1.0,tt15301854,6.6,574.0,7.725,6.3
tm1166015,MOVIE,2022,Unknown,109,"['drama', 'comedy', 'family']",['IT'],0.0,tt14540892,6.6,1432.0,143.827,6.7
ts188861,SHOW,2022,TV-Y7,32,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1.0,tt10050740,7.4,60.0,6.992,7.5
ts308689,SHOW,2021,Unknown,24,['comedy'],['NL'],1.0,tt15517928,7.2,72.0,3.749,8.3
tm1096769,MOVIE,2021,Unknown,40,['documentation'],['US'],0.0,tt15339848,7.1,2632.0,16.605,6.7
ts269286,SHOW,2022,TV-MA,30,"['scifi', 'comedy', 'fantasy']",['ES'],1.0,tt13560186,5.4,437.0,456.283,6.9
ts320075,SHOW,2021,TV-MA,41,"['crime', 'thriller', 'drama']",['IN'],1.0,tt14167344,7.9,7629.0,5.317,7.7
ts304058,SHOW,2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR'],1.0,tt13278100,7.0,2460.0,46.384,7.4
tm1092995,MOVIE,2021,G,30,"['comedy', 'animation', 'family']",['GB'],0.0,tt15857304,7.3,1448.0,133.428,6.9
tm963182,MOVIE,2021,Unknown,104,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['US'],0.0,tt12851396,6.7,4614.0,120.75,7.8
ts296091,SHOW,2021,TV-MA,11,"['drama', 'romance']",['ES'],1.0,tt14671790,6.3,1851.0,25.481,7.6
tm1083068,MOVIE,2021,Unknown,112,"['crime', 'drama', 'thriller']",['PL'],0.0,tt14315584,6.7,2802.0,14.933,6.7
tm1102891,MOVIE,2021,Unknown,104,"['thriller', 'crime', 'drama']",['TR'],0.0,tt13717980,5.5,4185.0,114.679,6.4
tm1137862,MOVIE,2022,Unknown,104,"['comedy', 'romance']",['IT'],0.0,tt14247286,6.3,2913.0,72.715,6.2
ts72196,SHOW,2021,TV-14,30,['reality'],['US'],2.0,tt15674202,6.7,325.0,2.434,6.7
ts269493,SHOW,2021,TV-G,22,"['documentation', 'animation']",['US'],1.0,tt13617024,8.4,1540.0,5.733,7.8
ts310331,SHOW,2021,TV-MA,30,['reality'],['US'],1.0,tt15204216,6.0,427.0,5.783,1.0
tm960924,MOVIE,2021,Unknown,125,['drama'],['IN'],0.0,tt13022626,6.4,150.0,7.1405,6.5
tm998188,MOVIE,2021,Unknown,112,['comedy'],['ES'],0.0,tt6925902,5.4,3080.0,131.65,6.7
tm1036270,MOVIE,2021,Unknown,107,"['crime', 'drama', 'thriller']",['ZA'],0.0,tt9013182,5.9,5704.0,62.514,6.6
ts296081,SHOW,2021,TV-14,54,['reality'],['FR'],2.0,tt14746934,7.4,593.0,3.069,7.5
tm921206,MOVIE,2021,PG-13,112,"['romance', 'comedy']","['US', 'ZA', 'GB']",0.0,tt12783454,4.7,15536.0,107.078,7.1
ts287802,SHOW,2021,TV-G,30,"['documentation', 'drama', 'family', 'comedy']",['ZA'],1.0,tt14677850,7.9,824.0,3.024,7.8
ts239188,SHOW,2021,TV-MA,44,"['thriller', 'drama']","['AT', 'DE']",1.0,tt12104930,5.7,2302.0,10.995,7.7
tm988736,MOVIE,2021,PG-13,97,['comedy'],[],0.0,tt13935770,7.0,286.0,1.4,6.5
ts283528,SHOW,2021,TV-MA,44,"['music', 'documentation']",['CA'],1.0,tt14155414,6.9,1076.0,5.624,7.8
tm991351,MOVIE,2021,PG-13,108,"['documentation', 'sport']",['GB'],0.0,tt13842562,7.0,4169.0,38.893,7.5
tm813372,MOVIE,2022,Unknown,151,"['action', 'crime', 'drama', 'thriller']",['IN'],0.0,tt10340562,7.2,9968.0,7.1405,6.5
tm1077013,MOVIE,2021,R,84,"['documentation', 'crime']",['GB'],0.0,tt15085784,6.3,3123.0,8.538,6.2
tm972519,MOVIE,2021,Unknown,90,"['romance', 'fantasy', 'horror']",['IT'],0.0,tt11116374,4.3,1611.0,22.506,4.0
ts315551,SHOW,2021,Unknown,13,"['comedy', 'drama', 'romance']",['ES'],1.0,tt16156744,6.2,655.0,63.767,6.9
tm1092892,MOVIE,2021,PG,97,"['documentation', 'drama']","['US', 'CN']",0.0,tt13622146,7.5,1145.0,17.877,7.6
ts306068,SHOW,2021,TV-MA,50,"['drama', 'romance']",['IT'],1.0,tt15349110,6.4,691.0,4.904,8.1
tm1040688,MOVIE,2021,Unknown,22,['drama'],['AF'],0.0,tt14608922,7.7,2632.0,4.25,6.5
ts319412,SHOW,2022,TV-14,66,"['drama', 'romance']",['KR'],1.0,tt15140592,7.2,1016.0,23.8,9.0
tm998858,MOVIE,2021,Unknown,58,['comedy'],['US'],0.0,tt13926994,6.9,601.0,3.399,6.8
tm1000797,MOVIE,2021,R,142,"['thriller', 'drama', 'romance']",['JP'],0.0,tt14164234,5.5,1808.0,49.781,6.5
tm362072,MOVIE,2021,R,98,"['drama', 'crime']","['CA', 'US']",0.0,tt10229074,6.5,5574.0,12.751,6.5
ts272366,SHOW,2021,TV-MA,59,"['war', 'documentation', 'history']",['US'],1.0,tt13972246,7.8,1281.0,11.337,7.1
ts271726,SHOW,2021,TV-Y,24,['animation'],['US'],2.0,tt10687202,7.2,179.0,6.394,8.0
tm880822,MOVIE,2021,PG-13,96,"['drama', 'romance', 'scifi', 'animation', 'action']",['JP'],0.0,tt13288678,6.6,1331.0,247.932,7.6
tm433048,MOVIE,2021,R,100,"['drama', 'comedy']",['US'],0.0,tt8430548,5.5,556.0,6.178,7.3
tm1031976,MOVIE,2021,Unknown,104,"['thriller', 'crime', 'drama', 'action']",['IN'],0.0,tt13510660,7.5,39620.0,84.164,7.3
ts317526,SHOW,2021,TV-MA,40,['reality'],['US'],1.0,tt16227948,4.4,708.0,3.28,10.0
